Acciones,Código solicitud,Código unico,Estado operación,Departamento,Municipio,Fecha aprobación,Dirección,Autoridad de tránsito,Jurisdicción,Infracciones,Velocidad,Tipo de tecnología,Tipo de instalación,Nombre equipo,Latitud,Longitud,Código equipo,Resolución de renovación,Fecha radicación de renovación,Fecha de notificación,Fecha de recurso,Fecha resolución de recurso,Fecha de aprobación final,Fecha finalización de prórroga,Fecha inicio de operación,Fecha finalización inicial
,SOL0000010482,CU000000000127,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,04/02/2025,AV CARACAS - AV CL 19,SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C03, C14, C24, C31, C32, C35, D02, D05",None,Semi-Automática (Acción Remota),Fijo,Cam38XTS,4.608816,-74.07643,,,,,,,,,,03/02/2030
,SOL0000010924,CU000000000016,Autorizada instalar,ANTIOQUIA,MEDELLIN,04/02/2025,"Avenida 33 por Carrera 66B calzada norte, sentido oriente - occidente",SECRETARIA DE MOVILIDAD DE MEDELLIN,Distrital,"C14, C29, C35, D02",50,Radar Doppler,Fijo,65DepBuler,6.239261,-75.58931,,,,,,,,,,03/02/2030
,SOL0000008729,CU000000000864,Autorizada instalar,VALLE DEL CAUCA,CALI,03/02/2025,Calle 1 - carrera 50 sentido SSO - NNE,SECRETARIA DE MOVILIDAD SANTIAGO DE CALI,Municipal,"C14, C24, C29, C32, C35, D02, D04, D07",50,Radar Doppler,Fijo,SAST08,3.417703,-76.55421,,,,,,,,,,02/02/2030
,SOL0000010784,CU000000000021,Autorizada instalar,ANTIOQUIA,MEDELLIN,03/02/2025,Carrera 65 por Calle 44 sentido sur - norte,SECRETARIA DE MOVILIDAD DE MEDELLIN,Distrital,"C14, C29, C32, C35, D02, D04",50,Radar Doppler,Fijo,55SnJuan65,6.248214,-75.583422,,,,,,,,,,02/02/2030
,SOL0000010903,CU000000000092,Autorizada instalar,ANTIOQUIA,MEDELLIN,30/01/2025,Calle 10A por Carrera 36 sentido oriente - occidente,SECRETARIA DE MOVILIDAD DE MEDELLIN,Distrital,"C14, C29, C32, C35, D02, D04",50,Radar Doppler,Fijo,03Hotel10,6.209504,-75.565516,,,,,,,,,,29/01/2030
,SOL0000010363,CU000000000026,Autorizada instalar,ANTIOQUIA,MEDELLIN,29/01/2025,"Km 7 +300 Vía Túnel de Occidente O-E calzada sur, sentido occidente - oriente",SECRETARIA DE MOVILIDAD DE MEDELLIN,Distrital,"C29, C35, D02",60,Radar Doppler,Fijo,67TuneOcOr,6.279117,-75.645056,,,,,,,,,,28/01/2030
,SOL0000010182,CU000000000838,Autorizada instalar,ATLANTICO,SANTO TOMAS,28/01/2025,Ruta Nacional 25ATA en el PR 6+ 330 Sentido Sur-Norte,INSTITUTO DE TRANSITO DEL ATLANTICO,Departamental,"C24, C29, C35, D02",80,Radar Doppler,Fijo,ATSNT001,10.76779299,-74.76485007,,,,,,,,,,27/01/2030
,SOL0000010182,CU000000000837,Autorizada instalar,ATLANTICO,SANTO TOMAS,28/01/2025,Ruta Nacional 25ATA  PR 6+ 330 Sentido Norte-Sur,INSTITUTO DE TRANSITO DEL ATLANTICO,Departamental,"C24, C29, C35, D02",80,Radar Doppler,Fijo,ATSNT002,10.76781634,-74.76518208,,,,,,,,,,27/01/2030
,SOL0000010966,CU000000000192,Autorizada instalar,ANTIOQUIA,MEDELLIN,28/01/2025,"Carrera 64C por Calle 97A calzada occidental, sentido norte - sur",SECRETARIA DE MOVILIDAD DE MEDELLIN,Distrital,"C14, C29, C35, D02",50,Radar Doppler,Móvil,K64CC97A,6.292095,-75.568481,,,,,,,,,,27/01/2030
,SOL0000010243,CU000000000202,Autorizada instalar,ANTIOQUIA,MEDELLIN,28/01/2025,"Carrera 48 con Calle 10 Sur calzada oriental, sentido sur - norte",SECRETARIA DE MOVILIDAD DE MEDELLIN,Distrital,"C14, C29, C35, D02",50,Radar Doppler,Móvil,K48C10Sur,6.196922,-75.578398,,,,,,,,,,27/01/2030
,SOL0000010964,CU000000000198,Autorizada instalar,ANTIOQUIA,MEDELLIN,28/01/2025,"Carrera 65 por Calle 72 calzada occidental, sentido norte - sur",SECRETARIA DE MOVILIDAD DE MEDELLIN,Distrital,"C14, C29, C35, D02",50,Radar Doppler,Móvil,K65C71,6.271337,-75.575589,,,,,,,,,,27/01/2030
,SOL0000010965,CU000000000193,Autorizada instalar,ANTIOQUIA,MEDELLIN,28/01/2025,"Autopista Sur entre Calle 45 y 45A a la altura de La Macarena, calzada oriental, sentido norte - sur",SECRETARIA DE MOVILIDAD DE MEDELLIN,Distrital,"C14, C29, C35, D02",50,Radar Doppler,Móvil,K63C44,6.249763,-75.58005,,,,,,,,,,27/01/2030
,SOL0000010945,CU000000000197,Autorizada instalar,ANTIOQUIA,MEDELLIN,28/01/2025,"Carrera 65 por Calle 8B calazada occidental, sentido norte - sur",SECRETARIA DE MOVILIDAD DE MEDELLIN,Distrital,"C14, C29, C35, D02",50,Radar Doppler,Móvil,K65C8B,6.215575,-75.586398,,,,,,,,,,27/01/2030
,SOL0000010122,CU000000000414,Autorizada instalar,CESAR,AGUACHICA,27/01/2025,"Troncal del Magdalena , Ruta nacional 4514  en el  PR 66+257 (sentido norte sur y sur norte).",INSTITUTO MUNICIPAL DE TRANSITO Y TRANSPORTE DE AGUACHICA,Municipal,"C24, C29, C35, D02, D07",30,Radar Doppler,Fijo,PUNTO3,8.315056,-73.596694,,,,,,,,,,26/01/2030
,SOL0000010323,CU000000000018,Autorizada instalar,ANTIOQUIA,MEDELLIN,22/01/2025,"Km 7 +300 Via Tunel de Occidente calzada norte, sentido oriente - occidente",SECRETARIA DE MOVILIDAD DE MEDELLIN,Distrital,"C29, C35, D02",60,Radar Doppler,Fijo,68TuneOrOc,6.279099,-75.644763,,,,,,,,,,21/01/2030
,SOL0000009982,CU000000000808,Autorizada instalar,ATLANTICO,PIOJO,15/01/2025,Ruta Nacional 90A01  PR 53+050,INSTITUTO DE TRANSITO DEL ATLANTICO,Departamental,"C24, C29, C35, D02",60,Radar Doppler,Fijo,ATPIO001,10.770109,-75.21958,,,,,,,,,,14/01/2030
,SOL0000010042,CU000000000806,Autorizada instalar,VALLE DEL CAUCA,ANDALUCIA,14/01/2025,TRONCAL DE OCCIDENTE RUTA 2506 PR 0+337 SENTIDO SUR-NORTE,SECRETARIA DE TRANSITO Y TRANSPORTE ANDALUCIA,Municipal,"C24, C29, C35, D02",90,Radar Doppler,Móvil,ANDPUNTO3,4.168611,-76.174707,,,,,,,,,,13/01/2030
,SOL0000009943,CU000000000805,Autorizada instalar,ATLANTICO,JUAN DE ACOSTA,09/01/2025,Ruta Nacional 90A01  PR 74+750,INSTITUTO DE TRANSITO DEL ATLANTICO,Departamental,"C24, C29, C35, D02, D06",40,Radar Doppler,Fijo,ATJA008,10.881285,-75.070755,,,,,,,,,,08/01/2030
,SOL0000009202,CU000000000721,Autorizada instalar,N. DE SANTANDER,CUCUTA,09/01/2025,Avenida 4 entre Calle 6 y Calle 7,Secretaría de tránsito y Transporte de la Alcaldía de San José de Cúcuta,Municipal,"C02, C03, C14, C24, C32, C35, D02, D04, D07",None,Radar Doppler,Fijo,CLL7AV4R2,7.890517,-72.503497,,,,,,,,,,08/01/2030
,SOL0000009503,CU000000000800,Autorizada instalar,N. DE SANTANDER,CUCUTA,09/01/2025,"AV La Gran Colombia entre AV Guaimaral y AV 11A Este, calzada Norte, sentido Este - Oeste",Secretaría de tránsito y Transporte de la Alcaldía de San José de Cúcuta,Municipal,"C02, C14, C24, C35, D02, D04, D07",None,Radar Doppler,Fijo,AVGCAVGR2,7.894819,-72.489597,,,,,,,,,,08/01/2030
,SOL0000009843,CU000000000799,Autorizada instalar,ATLANTICO,PALMAR DE VARELA,31/12/2024,Ruta Nacional 90AT01 PR 15 + 150 (Calzada Oeste),INSTITUTO DE TRANSITO DEL ATLANTICO,Departamental,"C24, C29, C35, D02",80,Radar Doppler,Fijo,ATPO003,10.70841312,-74.7933469,,,,,,,,,,30/12/2029
,SOL0000009843,CU000000000798,Autorizada instalar,ATLANTICO,PALMAR DE VARELA,31/12/2024,Ruta Nacional 90AT01 PR 15 + 150 (Calzada Este),INSTITUTO DE TRANSITO DEL ATLANTICO,Departamental,"C24, C29, C35, D02",80,Radar Doppler,Fijo,ATPOS004,10.7081483,-74.793077,,,,,,,,,,30/12/2029
,SOL0000009822,CU000000000795,Autorizada instalar,ATLANTICO,LURUACO,27/12/2024,Ruta Nacional 9006 PR 46+950,INSTITUTO DE TRANSITO DEL ATLANTICO,Departamental,"C24, C29, C35, D02, D06",50,Radar Doppler,Fijo,ATLUR001,10.616374,-75.160195,,,,,,,,,,26/12/2029
,SOL0000009707,CU000000000241,Autorizada instalar,N. DE SANTANDER,CUCUTA,23/12/2024,AV. 0 entre calle 1 y calle 1A-Entrada - Sentido Norte a Sur - Calzada Occidental,Secretaría de tránsito y Transporte de la Alcaldía de San José de Cúcuta,Municipal,"C02, C14, C35, D02, D07",None,Radar Doppler,Fijo,AV0CLL1R1,7.908612,-72.517827,,,,,,,,,,22/12/2029
,SOL0000009782,CU000000000791,Autorizada instalar,ATLANTICO,POLONUEVO,23/12/2024,"Ruta Baranoa - Polonuevo, en el kilómetro 5+800 desde Baranoa hacia Polonuevo",INSTITUTO DE TRANSITO DEL ATLANTICO,Departamental,"C24, C29, C35, D02",60,Radar Doppler,Fijo,ATPN001,10.7832422,-74.86171133,,,,,,,,,,22/12/2029
,SOL0000009762,CU000000000790,Autorizada instalar,ATLANTICO,REPELON,23/12/2024,Vía departamental Rotinet-Repelón en el área rural a 715 metros del municipio de Repelón,INSTITUTO DE TRANSITO DEL ATLANTICO,Departamental,"C24, C29, C35, D02",50,Radar Doppler,Fijo,ATRE001,10.508875,-75.127005,,,,,,,,,,22/12/2029
,SOL0000009802,CU000000000785,Autorizada instalar,N. DE SANTANDER,CUCUTA,18/12/2024,"Avenida Libertadores con Calle 2 Norte, Sentido Sur Norte, Calzada Oriental",Secretaría de tránsito y Transporte de la Alcaldía de San José de Cúcuta,Municipal,"C14, C19, C24, C31, C32, C35, D02, D04, D07",None,Radar Doppler,Fijo,AVLCLL2NR1,7.901122,-72.485522,,,,,,,,,,17/12/2029
,SOL0000009802,CU000000000784,Autorizada instalar,N. DE SANTANDER,CUCUTA,18/12/2024,"Avenida Libertadores con Calle 2 Norte , Sentido Norte - Sur, calzada Occidental",Secretaría de tránsito y Transporte de la Alcaldía de San José de Cúcuta,Municipal,"C14, C19, C24, C31, C32, C35, D02, D04, D07",None,Radar Doppler,Fijo,AVLCLL2NR2,7.902024,-72.485818,,,,,,,,,,17/12/2029
,SOL0000009723,CU000000000230,Autorizada instalar,ANTIOQUIA,BELLO,17/12/2024,Troncal de Occidente -  2510 PR 2+204 Sur-Norte,SECRETARÍA DE MOVILIDAD DE BELLO,Municipal,"C14, C29, C35, D02",50,Lazo Inductivo de Piso (Espiras),Fijo,Regional2,6.32991552,-75.55054665,,,,,,,,,,16/12/2029
,SOL0000009722,CU000000000246,Autorizada instalar,ANTIOQUIA,BELLO,17/12/2024,Avenida Regional - 2510 PR 2+246 Norte - Sur,SECRETARÍA DE MOVILIDAD DE BELLO,Municipal,"C14, C29, C35, D02",50,Lazo Inductivo de Piso (Espiras),Fijo,Regional1,6.33020027,-75.55035317,,,,,,,,,,16/12/2029
,SOL0000009602,CU000000000778,Autorizada instalar,ATLANTICO,JUAN DE ACOSTA,16/12/2024,"Vía Santa Verónica – Juan de Acosta, en el Kilómetro 5 desde Santa Verónica a Juan de Acosta",INSTITUTO DE TRANSITO DEL ATLANTICO,Departamental,"C24, C29, C35, D02",60,Radar Doppler,Fijo,ATJAS008,10.842609,-75.052331,,,,,,,,,,15/12/2029
,SOL0000009708,CU000000000777,Autorizada instalar,ATLANTICO,TUBARA,09/12/2024,"Vía Tubara  - Ruta 90A01, a 1500 metros del sector urbano de Tubara",INSTITUTO DE TRANSITO DEL ATLANTICO,Departamental,"C24, C29, C35, D02, D06",30,Radar Doppler,Fijo,ATSUB001,10.872998,-74.99343,,,,,,,,,,08/12/2029
,SOL0000009422,CU000000000775,Autorizada instalar,VALLE DEL CAUCA,CARTAGO,29/11/2024,Carrera 2 con Calle 41,SECRETARIA DE MOVILIDAD Y TRANSPORTES DE CARTAGO,Municipal,"C24, C29, C35, D02",50,Laser (Lidar) / Infrarrojo,Móvil,FM1,4.75894842,-75.93979829,,,,,,,,,,28/11/2029
,SOL0000009475,CU000000000297,Autorizada instalar,ATLANTICO,SOLEDAD,29/11/2024,VIA TRONCAL DE OCCIDENTE  RUTA 2516 PR 78+493 /  CALLE 30 CON CARRERA 19 (Sentido Sur-Norte),INSTITUTO MUNICIPAL DE TRANSITO Y TRANSPORTE DE SOLEDAD,Municipal,"C14, C24, C29, C32, C35, D02, D04",50,Radar Doppler,Fijo,ATSORS01,10.9176544,-74.7749456,,,,,,,,,,28/11/2029
,SOL0000009562,CU000000000264,Autorizada instalar,ATLANTICO,SUAN,29/11/2024,TRONCAL DE OCCIDENTE RUTA 2516 PR 9+359”,INSTITUTO DE TRANSITO DEL ATLANTICO,Departamental,"C24, C29, C35, D02",30,Radar Doppler,Fijo,ATSUS004,10.339479,-74.879307,,,,,,,,,,28/11/2029
,SOL0000009123,CU000000000273,Autorizada instalar,ATLANTICO,PONEDERA,31/10/2024,VÍA TRONCAL DE OCCIDENTE RUTA 2516 PR 45+786,INSTITUTO DE TRANSITO DEL ATLANTICO,Departamental,"C24, C29, C35, D02",50,Radar Doppler,Fijo,ATPOS011,10.6356632,-74.7588011,,,,,,,,,,30/10/2029
,SOL0000009124,CU000000000274,Autorizada instalar,ATLANTICO,PONEDERA,31/10/2024,VÍA TRONCAL DE OCCIDENTE RUTA 2516 PR 40+747,INSTITUTO DE TRANSITO DEL ATLANTICO,Departamental,"C24, C29, C35, D02",50,Radar Doppler,Fijo,ATSRS009,10.592196,-74.780466,,,,,,,,,,30/10/2029
,SOL0000008744,CU000000000318,Autorizada instalar,VALLE DEL CAUCA,YUMBO,31/10/2024,VÍA CALI-YUMBO RUTA 2301 PR 5+000 SENTIDO SUR-NORTE,SECRETARIA DE TRANSITO Y TRANSPORTE DE YUMBO,Municipal,"C24, C29, C35, D02",60,Radar Doppler,Móvil,YUMBO409,3.528964,-76.495966,,,,,,,,,,30/10/2029
,SOL0000008744,CU000000000317,Autorizada instalar,VALLE DEL CAUCA,YUMBO,31/10/2024,VÍA CALI-YUMBO RUTA 2301 PR 5+055 SENTIDO NORTE-SUR,SECRETARIA DE TRANSITO Y TRANSPORTE DE YUMBO,Municipal,"C24, C29, C35, D02",60,Radar Doppler,Móvil,YUMBO410,3.529493,-76.496055,,,,,,,,,,30/10/2029
,SOL0000009122,CU000000000263,Autorizada instalar,ATLANTICO,PALMAR DE VARELA,31/10/2024,TRONCAL DE OCCIDENTE RUTA  2516 PR 53+990,INSTITUTO DE TRANSITO DEL ATLANTICO,Departamental,"C24, C29, C35, D02",60,Radar Doppler,Fijo,ATPOS002,10.7052656,-74.7506862,,,,,,,,,,30/10/2029
,SOL0000008900,CU000000000720,Autorizada instalar,VALLE DEL CAUCA,CALI,16/10/2024,Calle 9 - carrera 50 sentido SSO - NNE  calzada occidental,SECRETARIA DE MOVILIDAD SANTIAGO DE CALI,Municipal,"C03, C14, C24, C26, C29, C32, C35, D02, D04, D05, D07",50,Radar Doppler,Fijo,SAST133B,3.4108,-76.54171944,,,,,,,,,,15/10/2029
,SOL0000008710,CU000000000131,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,11/10/2024,AV CARACAS - AV CL 53,SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C03, C14, C24, C31, C32, C35, D02, D05, D07",None,Semi-Automática (Acción Remota),Fijo,Cam33XTS,4.640337,-74.066486,,,,,,,,,,10/10/2029
,SOL0000006461,CU000000000237,Autorizada instalar,ATLANTICO,JUAN DE ACOSTA,03/10/2024,Via Troncal del Caribe Ruta Nacional 90A01 PR 64 + 775,INSTITUTO DE TRANSITO DEL ATLANTICO,Departamental,"C24, C29, C35, D02",70,Radar Doppler,Fijo,ATJAS006,10.834457,-75.142016,,,,,,,,,,02/10/2029
,SOL0000008242,CU000000000718,Autorizada instalar,CESAR,EL PASO,26/09/2024,"Ruta Nacional 4516, Troncal del Magdalena Km 38+000 Sentido NS",Secretaría de Tránsito y Transporte municipal de El Paso,Municipal,"C29, C35, D02, D06",30,Laser (Lidar) / Infrarrojo,Fijo,LaLomaNS,9.61102,-73.61646,,,,,,,,,,25/09/2029
,SOL0000008242,CU000000000717,Autorizada instalar,CESAR,EL PASO,26/09/2024,"Ruta Nacional 4516, Troncal del Magdalena Km 38+000 Sentido SN",Secretaría de Tránsito y Transporte municipal de El Paso,Municipal,"C24, C29, C35, D02, D06",30,Laser (Lidar) / Infrarrojo,Fijo,LaLomaSN,9.61107,-73.61637,,,,,,,,,,25/09/2029
,SOL0000008282,CU000000000228,Autorizada instalar,ATLANTICO,JUAN DE ACOSTA,18/09/2024,Via Troncal del Caribe Ruta Nacional 90A01 PR 71+037,INSTITUTO DE TRANSITO DEL ATLANTICO,Departamental,"C24, C29, C35, D02",60,Radar Doppler,Fijo,ATJAS007,10.864337,-75.099612,,,,,,,,,,17/09/2029
,SOL0000008203,CU000000000711,Autorizada instalar,VALLE DEL CAUCA,ANDALUCIA,13/09/2024,TRONCAL DE OCCIDENTE RUTA 2506 PR 0+337 SENTIDO NORTE-SUR,SECRETARIA DE TRANSITO Y TRANSPORTE ANDALUCIA,Municipal,"C29, C35, D02",70,Radar Doppler,Móvil,ANDPUNTO1,4.168651,-76.174904,,,,,,,,,,12/09/2029
,SOL0000008202,CU000000000695,Autorizada instalar,VALLE DEL CAUCA,ANDALUCIA,04/09/2024,TRONCAL DE OCCIDENTE RUTA 2505 PR 101+700 SENTIDO NORTE-SUR,SECRETARIA DE TRANSITO Y TRANSPORTE ANDALUCIA,Municipal,"C24, C29, C35, D02",90,Radar Doppler,Móvil,ANDPUNTO4,4.155818,-76.177427,,,,,,,,,,03/09/2029
,SOL0000008202,CU000000000694,Autorizada instalar,VALLE DEL CAUCA,ANDALUCIA,04/09/2024,TRONCAL DE OCCIDENTE RUTA 2505 PR 101+730 SENTIDO SUR-NORTE,SECRETARIA DE TRANSITO Y TRANSPORTE ANDALUCIA,Municipal,"C24, C29, C35, D02",70,Radar Doppler,Móvil,ANDPUNTO2,4.156024,-76.177101,,,,,,,,,,03/09/2029
,SOL0000008042,CU000000000174,Autorizada instalar,SUCRE,COROZAL,27/08/2024,VÍA TRONCAL DE OCCIDENTE RUTA 2515 PR 7+773 SENTIDO SINCELEJO - COROZAL,INSTITUTO MUNICIPAL DE  TRANSPORTES Y TRANSITO DE COROZAL,Municipal,"C24, C29, C35, D02",60,Radar Doppler,Fijo,SUCOS003,9.319734,-75.304736,,,,,,,,,,26/08/2029
,SOL0000007942,CU000000000265,Autorizada instalar,ATLANTICO,CAMPO DE LA CRUZ,23/08/2024,VÍA TRONCAL DE OCCIDENTE RUTA 2516 PR 24+632,INSTITUTO DE TRANSITO DEL ATLANTICO,Departamental,"C02, C24, C29, C35, D02, D05, D06",40,Radar Doppler,Fijo,ATBOS008,10.45931692,-74.83365758,,,,,,,,,,22/08/2029
,SOL0000007944,CU000000000270,Autorizada instalar,ATLANTICO,CAMPO DE LA CRUZ,24/07/2024,VÍA TRONCAL DE OCCIDENTE RUTA 2516 PR 13+812,INSTITUTO DE TRANSITO DEL ATLANTICO,Departamental,"C24, C29, C35, D02, D05, D06",40,Radar Doppler,Fijo,ATCCS010,10.37727311,-74.86940214,,,,,,,,,,23/07/2029
,SOL0000007943,CU000000000266,Autorizada instalar,ATLANTICO,CAMPO DE LA CRUZ,17/07/2024,VÍA TRONCAL DE OCCIDENTE RUTA 2516 PR 18+015,INSTITUTO DE TRANSITO DEL ATLANTICO,Departamental,"C02, C24, C29, C35, D02, D05, D06",60,Radar Doppler,Fijo,ATCCS003,10.40757921,-74.85015093,,,,,,,,,,16/07/2029
,SOL0000007782,CU000000000684,Autorizada instalar,VALLE DEL CAUCA,TULUA,08/07/2024,RN 2505 PR 97+333,Departamento Administrativo de Movilidad y Seguridad Vial de Tuluá,Municipal,"C24, C29, C35, D02",90,Laser (Lidar) / Infrarrojo,Móvil,S1,4.1189952,-76.17693634,,,,,,,,,,07/07/2029
,SOL0000007724,CU000000000182,Autorizada instalar,ATLANTICO,BARRANQUILLA,08/07/2024,DIAGONAL 78 ENTRE CARRERAS 21 Y 21B,SECRETARÍA DISTRITAL DE TRÁNSITO Y SEGURIDAD VIAL - BARRANQUILLA,Distrital,"C02, C14, C24, C29, C35, D02",30,Radar Doppler,Fijo,ATBQS023,10.971099,-74.823035,,,,,,,,,,07/07/2029
,SOL0000007762,CU000000000682,Autorizada instalar,VALLE DEL CAUCA,TULUA,04/07/2024,RN 2505 PR 96+335,Departamento Administrativo de Movilidad y Seguridad Vial de Tuluá,Municipal,"C24, C29, C35, D02",90,Laser (Lidar) / Infrarrojo,Móvil,S1,4.11036201,-76.1753242,,,,,,,,,,03/07/2029
,SOL0000007742,CU000000000681,Autorizada instalar,VALLE DEL CAUCA,TULUA,04/07/2024,RN 2505 PR 93+500,Departamento Administrativo de Movilidad y Seguridad Vial de Tuluá,Municipal,"C24, C29, C35, D02",90,Laser (Lidar) / Infrarrojo,Móvil,S1,4.0834714,-76.17291709,,,,,,,,,,03/07/2029
,SOL0000007803,CU000000000275,Autorizada instalar,ATLANTICO,BARANOA,02/07/2024,VIA CORDIALIDAD RUTA 9006 PR 94+698,INSTITUTO DE TRANSITO DEL ATLANTICO,Departamental,"C24, C29, C35, D02, D06",60,Radar Doppler,Fijo,ATBAS005,10.781448,-74.905709,,,,,,,,,,01/07/2029
,SOL0000006281,CU000000000679,Autorizada instalar,MAGDALENA,FUNDACION,20/03/2024,VIA NACIONAL RUTA 4518 PR 28 + 700,ENTIDAD DESCENTRALIZADA – INSTITUTO MUNICIPAL DE TRANSITO Y TRANSPORTE “INTRASFUN”,Municipal,"C24, C29, C35, D02, D06, D07",60,Video Detección (Con Analítica de Video),Móvil,CHRONOS,10.468806,-74.152328,,,,,,,,,,19/03/2029
,SOL0000006864,CU000000000676,Autorizada instalar,CALDAS,MANIZALES,17/01/2024,Carrera 23 por calle 67A,SECRETARIA DE MOVILIDAD DE MANIZALES,Municipal,"C29, C35, D02",50,Radar Doppler,Fijo,SAST20B,5.054205,-75.484671,,,,,,,,,,16/01/2029
,SOL0000006864,CU000000000675,Autorizada instalar,CALDAS,MANIZALES,17/01/2024,Carrera 23 por calle 67A,SECRETARIA DE MOVILIDAD DE MANIZALES,Municipal,"C29, C35, D02",50,Radar Doppler,Fijo,SAST20A,5.053704,-75.484439,,,,,,,,,,16/01/2029
,SOL0000006303,CU000000000661,Autorizada instalar,CUNDINAMARCA,GUADUAS,04/12/2023,VÍA NACIONAL 5008 PR 33+070,SECRETARIA DE TRANSITO Y TRANSPORTE MUNICIPIO DE GUADUAS - CUNDINAMARCA.,Municipal,"C24, C29, C35, D02, D06",30,Radar Doppler,Fijo,SENSYS,5.06443941,-74.59355906,,,,,,,,,,03/12/2028
,SOL0000000261,CU000000000165,Autorizada instalar,ATLANTICO,BARRANQUILLA,21/11/2023,CALLE 56 CON CARRERA 14,SECRETARÍA DISTRITAL DE TRÁNSITO Y SEGURIDAD VIAL - BARRANQUILLA,Distrital,"C02, C14, C24, C29, C32, C35, D02, D04",30,Radar Doppler,Fijo,ATBQRS01,10.958503,-74.803488,,,,,,,,,,20/11/2028
,SOL0000002981,CU000000000187,Autorizada instalar,ATLANTICO,BARRANQUILLA,21/11/2023,CARRERA 53 CON CALLE 86,SECRETARÍA DISTRITAL DE TRÁNSITO Y SEGURIDAD VIAL - BARRANQUILLA,Distrital,"C02, C14, C24, C29, C35, D02",30,Radar Doppler,Fijo,ATBQS001,11.009106,-74.818356,,,,,,,,,,20/11/2028
,SOL0000006523,CU000000000235,Autorizada instalar,ATLANTICO,PUERTO COLOMBIA,21/11/2023,VÍA AL MAR – RUTA 90A01 PR 106+193,SECRETARIA MUNICIPAL DE TRANSITO Y TRANSPORTE DE PUERTO COLOMBIA,Municipal,"C24, C29, C35, D02",50,Radar Doppler,Fijo,ATPTS003,11.015417,-74.867812,,,,,,,,,,20/11/2028
,SOL0000006526,CU000000000256,Autorizada instalar,ATLANTICO,PUERTO COLOMBIA,21/11/2023,VÍA AL MAR – RUTA 90A01 PR 97+215,SECRETARIA MUNICIPAL DE TRANSITO Y TRANSPORTE DE PUERTO COLOMBIA,Municipal,"C24, C29, C35, D02",80,Radar Doppler,Fijo,ATPTS004,10.993322,-74.944695,,,,,,,,,,20/11/2028
,SOL0000006526,CU000000000227,Autorizada instalar,ATLANTICO,PUERTO COLOMBIA,21/11/2023,VÍA AL MAR – RUTA 90A01 PR 96+902,SECRETARIA MUNICIPAL DE TRANSITO Y TRANSPORTE DE PUERTO COLOMBIA,Municipal,"C24, C29, C35, D02",80,Radar Doppler,Fijo,ATPTS005,10.990567,-74.944128,,,,,,,,,,20/11/2028
,SOL0000006524,CU000000000243,Autorizada instalar,ATLANTICO,PUERTO COLOMBIA,21/11/2023,CARRERA 30 CON CALLE 3B,SECRETARIA MUNICIPAL DE TRANSITO Y TRANSPORTE DE PUERTO COLOMBIA,Municipal,"C14, C24, C29, C35, D02",40,Radar Doppler,Fijo,ATPTS008,11.019662,-74.868489,,,,,,,,,,20/11/2028
,SOL0000006662,CU000000000236,Autorizada instalar,ATLANTICO,GALAPA,21/11/2023,VIA LA CORDIALIDAD RUTA 9006 PR 109+518,SECRETARIA MUNICIPAL DE TRANSITO Y TRANSPORTE DE GALAPA,Municipal,"C24, C29, C35, D02",30,Radar Doppler,Fijo,ATGLS002,10.900782,-74.882927,,,,,,,,,,20/11/2028
,SOL0000006601,CU000000000206,Autorizada instalar,ATLANTICO,BARRANQUILLA,21/11/2023,CALLE 72 CON CARRERA 38,SECRETARÍA DISTRITAL DE TRÁNSITO Y SEGURIDAD VIAL - BARRANQUILLA,Distrital,"C02, C03, C14, C24, C35, D02",None,Video Detección (Con Analítica de Video),Fijo,ATBQS013,10.985609,-74.810866,,,,,,,,,,20/11/2028
,SOL0000006643,CU000000000213,Autorizada instalar,ATLANTICO,BARRANQUILLA,21/11/2023,CALLE 45 CON CARRERA 27,SECRETARÍA DISTRITAL DE TRÁNSITO Y SEGURIDAD VIAL - BARRANQUILLA,Distrital,"C02, C03, C14, C24, C32, C35, D02",None,Video Detección (Con Analítica de Video),Fijo,BLOQCAM8,10.96959,-74.789882,,,,,,,,,,20/11/2028
,SOL0000006661,CU000000000259,Autorizada instalar,ATLANTICO,GALAPA,21/11/2023,VIA LA CORDIALIDAD RUTA 9006 PR 113+185,SECRETARIA MUNICIPAL DE TRANSITO Y TRANSPORTE DE GALAPA,Municipal,"C24, C29, C35, D02",80,Radar Doppler,Fijo,ATGLS001,10.927372,-74.866142,,,,,,,,,,20/11/2028
,SOL0000006621,CU000000000258,Autorizada instalar,ATLANTICO,BARRANQUILLA,21/11/2023,CARRERA 6 CON CALLE 99B,SECRETARÍA DISTRITAL DE TRÁNSITO Y SEGURIDAD VIAL - BARRANQUILLA,Distrital,"C02, C14, C24, C29, C35, D02",30,Radar Doppler,Fijo,ATBQS020,10.943455,-74.82991,,,,,,,,,,20/11/2028
,SOL0000006641,CU000000000181,Autorizada instalar,ATLANTICO,BARRANQUILLA,21/11/2023,CARRERA 27 ENTRE CALLE 82 Y 82C,SECRETARÍA DISTRITAL DE TRÁNSITO Y SEGURIDAD VIAL - BARRANQUILLA,Distrital,"C02, C14, C24, C29, C35, D02",30,Radar Doppler,Fijo,ATBQS027,10.979368,-74.823055,,,,,,,,,,20/11/2028
